id	document	label
8800126	2.22점이여야해!!!	0
9120086	이것도많이준거다ㅇㅋ?	0
7054881	별로였음...	0
9437836	노잼노잼노잼노잼노잼	1
5434393	발연기발연기발연기발연기발연기발연기발연기발연기발연기발연기발연기발연기발연기	0
7891920	뭐냐이게	0
9558039	가성비짱.이에요강추합니다	1
7769763	개쩔었다	1
5824641	재밋다!!!	1
8755856	정말재밌다강추연기력도뛰어나다빅맨화이팅!.!	1
5704390	그지같다	0
7340757	쩔어	1
2310642	굳	1
5869659	별노	0
5251246	재미없네.	0
7774007	ㅋ	0
974497	눈을뗄수가없는영화	1
7533485	내인생최고의할리우드영화	1
965357	최고	1
5221655	재미있어요	1
7124548	아ㅅㅂ	0
2643111	안무섭다	0
2488954	훈훈하당~!~!~!	1
3077359	나도관대하다	1
8342057	명작중의명작이다ㄷㄷㄷ	1
4634194	시간잘때웠습니당	0
4314737	제목부터가..	0
6263849	잔인하고더럽고이상하고추상적이고진지하고우울하고기괴하고극단적이고...식상하다	0
9901227	아.임.낫.뎃.___	1
7792207	몰입	1
29268	이영화의나른함은우리에게말로표현못할무언가를느끼게해줌이지결코지루함이아니다.	1
8143542	가나다라마바사아자10	0
1643613	perfection!	1
7928852	하........	0
7057331	네	1
4837452	별로	0
8648187	나도평점한번깎아보자	0
8800742	재밋었어요즐겁고유아들이보기짱	1
7650156	재밌게봤어요	1
6210326	재밌네요	1
2916970	쨩이야	1
10173818	음별로예요저한텐너무억지였음설정이ㅠ	0
752771	잘짜여진시나리오..빛난다.	1
7287071	졸잼	1
84194	별로던데..	0
4165954	처음,끝5분만재밌다.여주못생겼고목소리도이상..ㅡㅡ	0
9588363	다음작을위해고고고군	1
2709383	이건뭐..피만나오다끝나냐돈아깝다보는사람도생각해야지	0
333723	졸라잼없다...보지마라	0
7875832	십점만점에십점	1
7205222	ㅋㅋ	1
1441068	괜찬았음	1
9398638	그냥봤는데평점이사라졌다	0
6658829	굿~!	1
3887409	나만재밌어?ㅋㅋㅋㅋㅋㅋㅋㅋㅋ	1
7055370	ㅉㅉㅉ	0
10238136	만점을주기에는무언가찝찝하달까나	1
8648087	게임하자...제발..	0
5686272	참쩔어요	1
5289426	알파치노,미쉘파이퍼커플의~성숙하고상처받은이들의로맨스^-^	1
7916647	ㅎ	0
45967	짱이야~~	1
7257417	별론데?	0
894368	원어민교사가보여줬는데애들하나되서응원하면서본ㅎ재밌음	1
9697585	좋음...좋아요..	1
9452202	액션영화팬으로서-최고입니다.	1
8491228	언능끝나길바랍니다요	0
9903035	모르겠다...10자	0
7527910	재밋다	1
5540670	좋습니다.	1
8555124	800억은~다어디로갔노~~미치것내ㅋ	0
5059140	괜찬군요	1
4967352	ㅋ	1
9293373	씨발...^-^;;;	0
10215256	열자열자열자열자열자	1
7853525	명작이에유.	1
2808928	최고지~	1
10004899	재미졌다잼이졌어재밌다	1
7668022	지못미	0
7659053	나이스	0
7177661	zzzzzzzz	0
7522460	ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0
7998120	남자란..	1
386709	.....구림;;	0
9990417	좋아재미절음ㅎㅎㅎ쩔엇으요	1
1932088	재밌다	1
6723429	오짱!	0
3726488	가난은불행한것이다인간답게살려면돈이필요하다최무룡이나랑좀비슷한성격같다	0
7378429	짜증나서...	0
7479665	미친녀어어언~~~~히히히히	1
10176695	억지스럽다.10자.	0
1789073	괜찮았음...	1
369052	전형적	0
3597756	재미하나도없다	0
3450260	젠장....	0
8172765	화이팅입니다^^ㅎㅎㅎㅎ	1
141748	벨마와다프네	1
775659	쵝오	1
4599283	볼만하던디?	1
7219985	명작이다	1
7061647	재밋구만	1
9266070	몇번을본영화인지모르겠다ㅋㅋ좋아하는시리즈중하나ㅋㅋ	1
7072634	재미가아주아주재미있어요	1
7136136	순수!!!	1
6664307	표절+쓰레기	0
7076330	공블리짱	1
1782088	이상한내용	0
7517562	오자룡은기어갔냐	0
8922894	할말없다ㅜㅜ시간낭비인듯...	0
5310976	원주율	0
6137434	좋은테	1
7219895	dㅇㅅㅇb	1
5246146	이정시러...	0
7238261	2.6	0
8906807	늦은시간까지,시간가는줄모르고,너무재밋게봤어요!!!12년전영화라니~!너무세련되고멋진영화라서,2002년작인거보고완전깜놀!	1
5901007	굿!!	1
5055175	아름다우네요,,	1
6399417	돋네	1
1640104	정말끝내줬어!	1
7438060	코믹인가?	0
7285617	김동완씨가이정도로연기를잘하는지몰랐어요.희래를찾으면서우는장면에서..연기라기보다는진짜처럼느껴졌네요.따듯한스토리부탁드립니다..	1
6518265	굿	0
7134446	ㅇ	0
9954022	좀더스케일이커진영구.그이상도이하도아닌딱그만큼.영구특유의슬랩스틱은더이상통하지않는것같다.보는내내이영화를볼외국인들의반응이궁금하면서걱정되기도했음.나름대로스토리가짜여있지만,영구가여기에끼어있으니영몰입안됨;정신줄놓고그냥보려해도얼마못가서제정신을차리게되는안타까운영화.	0
6378178	잼나ㅎㅎ	1
6750609	""""""""""	0
4710495	완전좋아~~~>.<	1
7252996	재미없음	0
8032089	감동적이고,재밌어요	1
7907889	명작이다.	1
9221897	최악최악최악최악최악	0
7803372	1등?	1
7905751	굿~~!!	1
6172875	너무재밌어요~~~~매일기다려져요^^	1
444938	k	1
7379084	별로	0
8873221	이런영화는어떻게하면영화관개봉을할수있는건가요	0
2192843	good!	0
7891093	오글	0
9326097	안녕하세요반갑습니다~	0
10162129	씹노잼톤노잼노잼노잼	0
5197796	으하하하	0
6886740	.	1
8820994	개잼꿀잼허니잼슈퍼꿀잼	1
7460115	이응	1
5006615	띠띠디디띠띠~	1
6390417	재밌네요	1
6718662	혼란한전개,충격의결말	0
478871	참나...	0
3624356	재밌게봤던!	1
2218743	굿	1
5885497	쓰레기쓰레기쓰레기쓰레기쓰레기쓰레기쓰레기쓰레기쓰레기쓰레기쓰레기쓰레기	0
3546745	개성강한연극한편보는기분이랄까?완전상콤한영화~!완전좋아~이런영화~!	1
5809980	보세요	1
7907287	평점조절위원회	0
7137048	뭐하자는거야	0
7844685	킬링타임	1
9294456	포스터만해도지린다..	1
6631225	굿	1
2605495	그만하자	0
3313953	잼없다	0
6594765	다섯개	1
8825650	킬링타임도안되는영화	0
7860435	떡실신..	1
4241925	마지막연기참좋았어요근데계속했으면좋겠어요	1
3647533	전설까지야...	0
7263634	ㅅㅂ뭐야이게	0
1813729	휴그랜트만의영화	1
6299963	접어라	0
7933682	굳	1
8603714	별내용이없네요...부실한개봉작..	0
6083579	재미없다삐리뽕	0
7040486	샌드맨조으다	1
1940999	별로..	0
8692828	점수평균위원회,,,,	0
4248646	재밌다	1
23412	잼없다	0
7260203	ㅠ	1
9831838	재미있고긴장감과테라라가마지막이너무귀여움~~	1
1871335	쓰중쓰	0
9939864	너무늦게작성하지만재밋엇다	1
6309413	...굿	1
10053306	한순간도눈쉴시간이없는!!	1
3239762	수고하셨습니다	0
1310954	그럭저럭...	1
2277202	재미없따..	0
2241310	좋다.	1
309193	음..	0
4974585	좋군.	1
8758367	2편은진짜지미있습그리고3편은별로	1
7651117	?	0
4889787	짱~~~~	1
6440608	보지마요....	0
8603513	일장춘몽....인가.	1
9638414	1점도아깝다최악의영화	0
2658740	후................낙였다...	0
6905051	최고	1
10241921	미친쥐OOO가장난으로영화만들었네....	0
7973117	코..콩!	0
7888453	징그러웟음....	0
5237296	싸우자	0
8221301	곱게나죽을것이지..에휴	0
9737570	10점10점10점10점10점	1
5553474	사토시가나오니까	1
6705859	와..잼따	1
4550662	말이필요없어!	1
5713812	영화는망햇는데신민아개이쁘네ㅜㅜ	0
4150217	이건멍미	1
6928854	막장드라마ㅡ틀어놓기만하면딴짓하게만드네ㅡ계속막장으로나가라	0
142687	멋져.	1
7916517	1	0
1865646	이건머..........	0
5571160	첨봄	0
6922816	머..머시써염..	1
8429300	솔직히별로엿ㄴㅅ음;;	0
166556	열심히찍으시구요성현오빠화이팅!!!!!!	1
7092995	ㅋ	1
7134968	그..하나의......	0
4683450	진짜재밌다~슈렉이인기많은이유를알겠네요ㅎㅎ고양이랑생강빵맨완전귀여운데!ㅋㅋㅋ	1
8195774	이거죠~이거!!!!	1
2316861	OOO기영화	0
2473009	최악	0
9567057	저는재미있게밨습니다	1
5860978	제점수는요	0
7281250	...	0
7633715	어휴.....	0
9278784	개는왜죽여써..가슴아픔ㅠㅠ	1
3654376	재밌다!	1
1640173	굿	0
1694725	재밌겠당..~~	1
4827667	감동??ㅋ	1
754600	디질레.ㅡㅡ+	0
6294938	잼씀	1
4582275	우~~~~~	0
6931782	쒯	0
8406031	재밌네ㅋㅋ두번봤음!!!	1
1427891	ok	0
2205244	bad	0
3766234	유후	1
8513560	박보영은예전이나지금이나이쁨	0
7975393	재밌다	1
6030159	구혜선이하는건다재미없음..연기도못하는게..목소리도지겹다.불쌍해서별한개	0
6866940	난졸라재밋게봣음	1
6124785	재밌습니다	1
344147	재밌다	1
10209134	넘재밌었어요...최고	1
8393724	그냥....뭐랄까...ㅋㅋ....ㅋ	0
5104719	아이스트로보이최고짱팬팬	1
461715	안경벗어!	0
1158599	뭐지이높은평점은;영화제에서봤으나잔인한한편식상했다	0
5086145	최악	0
7288236	깨금찡♥♥♥♥♥♥♥♥	1
5923341	너무오랜만에봐서그런가.그땐재밌었는데..지금은재미없네ㅋ나중에도OST만기억날거같네	0
2196548	bad	0
5271184	이유없이10점	1
3240818	깔끔하지못한시나리오.	0
8971575	감동적인영화입니다Real	1
4407918	보영누나	1
7698785	달달..	1
4460880	재밌네요	1
6332947	배두나씨좋아요	1
3270591	기대하지않았지만역시나.	0
6957761	결말이짜증나긴했는데공유덕에행복하게본드라마ㅋㅋㅋ♥♥	1
8043495	본방사수는못하지만~~화이팅^^*	1
9217280	스토리장애다ㄷㄷㄷㄷ	0
7327996	뒤늦게보게됬는데역시최다니엘연기잘하는듯!	1
1427654	good	0
4342953	흠....지루하다...	0
7684759	허술하다	0
3611832	재미있당.	1
9208630	미이.이이이.이취이이이.이이이겠네~~~~ㅎㅎㅎ	0
7221394	장동직입니다ㅡ	0
3625941	이런영화좋다...	1
7486407	넘잼있음	1
3268680	마리모보면서일년전죽은우리키노생각사랑해줘서고마워나도고마워키노야사랑해보고싶다	1
7468316	진영오빠연기짱!!!!완전귀요밍ㅋㅋ우와한녀대박ㅋ반전에반전ㅋㅋㅋㅋ완전재미있어요ㅎㅎ	1
4814825	재미있다	1
689285	재미더럽게없다	0
3204726	이런걸국내수입하는수입사는얼마나망해먹으려고-_-	0
7058235	최고의영화	1
6636285	서준영연기짱	1
9917949	너무많이정말로노잼ㅋ	0
10147062	이런영화좀만들지마라	0
7527656	미친사랑열혈팬인데너무지루해지네요ㅡㅡ오늘내용은걍혜람이죽엇네살앗네쫌후딱넘어갑시다	0
3618163	페넬로페크루즈아름다운것만알겠다.사랑에대한깊은통찰없,경험없으면실망할영화	0
3155908	윤은혜..주지훈..너무조아~^^	1
